Title,Text,Subject,Label
Xog hoose: Guddiga Doorashooyinka oo Merca go'aan cusub ku dhawaaqay,xog hoos guddiga doorashooyinka oo merca goaan cusub ku dhawaaqay warar laga helay merca ayaa sheegaya guddiga doorashooyinka uu qaaday tallaabo cusub,Health,0
War DEG DEG ah: Isbedel ku yimid Wasaaradda Caafimaadka ee magaalada Hargeisa,war deg deg ah isbedel ku yimid wasaaradda caafimaadka ee magaalada hargeisa xaaladda hargeisa ayaa isbedeshay kadib markii wasaaradda caafimaadka uu soo saaray amar,Health,0
Xog hoose: Wasaaradda Maaliyadda oo Baraawe go'aan cusub ku dhawaaqay,xog hoos wasaaradda maaliyadda oo baraaw goaan cusub ku dhawaaqay warar laga helay baraaw ayaa sheegaya wasaaradda maaliyadda uu qaaday tallaabo cusub,Politics,0
War DEG DEG ah: Shaqaalaha NISA oo Berbera ku yeeshay shir muhiim ah,war deg deg ah shaqaalaha nisa oo berbera ku yeeshay shir muhiim ah magaalada berbera waxaa maanta ku shiray xubno ka tirsan nisa,Health,0
Xog hoose: NISA oo Baardheere go'aan cusub ku dhawaaqay,xog hoos nisa oo baardheer goaan cusub ku dhawaaqay warar laga helay baardheer ayaa sheegaya nisa uu qaaday tallaabo cusub,Health,0
Wararka saaka: Wasaaradda Maaliyadda oo Borama go'aan cusub ku dhawaaqay,wararka saaka wasaaradda maaliyadda oo borama goaan cusub ku dhawaaqay warar laga helay borama ayaa sheegaya wasaaradda maaliyadda uu qaaday tallaabo cusub,Health,0
Go'aan lama filaan ah: Bangiga Dhexe oo Afgoye go'aan cusub ku dhawaaqay,goaan lama filaan ah bangiga dhex oo afgoy goaan cusub ku dhawaaqay warar laga helay afgoy ayaa sheegaya bangiga dhex uu qaaday tallaabo cusub,Finance,0
Xog hoose: Wasaaradda Caafimaadka oo Sheikh go'aan cusub ku dhawaaqay,xog hoos wasaaradda caafimaadka oo sheikh goaan cusub ku dhawaaqay warar laga helay sheikh ayaa sheegaya wasaaradda caafimaadka uu qaaday tallaabo cusub,Finance,0
Sir culus: Wasaaradda Caafimaadka oo Boosaaso go'aan cusub ku dhawaaqay,sir culu wasaaradda caafimaadka oo boosaaso goaan cusub ku dhawaaqay warar laga helay boosaaso ayaa sheegaya wasaaradda caafimaadka uu qaaday tallaabo cusub,Politics,0
Xog hoose: Shaqaalaha Wasaaradda Arrimaha Gudaha oo Burao ku yeeshay shir muhiim ah,xog hoos shaqaalaha wasaaradda arrimaha gudaha oo burao ku yeeshay shir muhiim ah magaalada burao waxaa maanta ku shiray xubno ka tirsan wasaaradda arrimaha gudaha,Politics,0
Falanqeyn muhiim ah: Isbedel ku yimid Wasaaradda Caafimaadka ee magaalada Muqdisho,falanqeyn muhiim ah isbedel ku yimid wasaaradda caafimaadka ee magaalada muqdisho xaaladda muqdisho ayaa isbedeshay kadib markii wasaaradda caafimaadka uu soo saaray amar,Politics,0
Dhacdo lama filaan ah: Guddiga Doorashooyinka oo Buurhakaba go'aan cusub ku dhawaaqay,dhacdo lama filaan ah guddiga doorashooyinka oo buurhakaba goaan cusub ku dhawaaqay warar laga helay buurhakaba ayaa sheegaya guddiga doorashooyinka uu qaaday tallaabo cusub,Health,0
Kulan xasaasi ah: Isbedel ku yimid Ciidanka Xoogga ee magaalada Boosaaso,kulan xasaasi ah isbedel ku yimid ciidanka xoogga ee magaalada boosaaso xaaladda boosaaso ayaa isbedeshay kadib markii ciidanka xoogga uu soo saaray amar,Politics,0
Sir culus: Shaqaalaha Baarlamaanka oo Garowe ku yeeshay shir muhiim ah,sir culu shaqaalaha baarlamaanka oo garow ku yeeshay shir muhiim ah magaalada garow waxaa maanta ku shiray xubno ka tirsan baarlamaanka,Security,0
War DEG DEG ah: Jowhar oo laga dareemayo dhaqdhaqaaq ka socda Baarlamaanka,war deg deg ah jowhar oo laga dareemayo dhaqdhaqaaq ka socda baarlamaanka dadka deegaanka jowhar ayaa soo sheegaya baarlamaanka uu bilaabay hawlgal,Finance,0
War hadda soo dhacay: Shaqaalaha Wasaaradda Arrimaha Gudaha oo Baydhabo ku yeeshay shir muhiim ah,war hadda soo dhacay shaqaalaha wasaaradda arrimaha gudaha oo baydhabo ku yeeshay shir muhiim ah magaalada baydhabo waxaa maanta ku shiray xubno ka tirsan wasaaradda arrimaha gudaha,Politics,0
Wararka saaka: Isbedel ku yimid Madaxtooyada ee magaalada Baydhabo,wararka saaka isbedel ku yimid madaxtooyada ee magaalada baydhabo xaaladda baydhabo ayaa isbedeshay kadib markii madaxtooyada uu soo saaray amar,Politics,0
War DEG DEG ah: Ciidanka Xoogga oo Eyl go'aan cusub ku dhawaaqay,war deg deg ah ciidanka xoogga oo eyl goaan cusub ku dhawaaqay warar laga helay eyl ayaa sheegaya ciidanka xoogga uu qaaday tallaabo cusub,Finance,0
Go'aan lama filaan ah: Cadaado oo laga dareemayo dhaqdhaqaaq ka socda Wasaaradda Caafimaadka,goaan lama filaan ah cadaado oo laga dareemayo dhaqdhaqaaq ka socda wasaaradda caafimaadka dadka deegaanka cadaado ayaa soo sheegaya wasaaradda caafimaadka uu bilaabay hawlgal,Politics,0
War hadda soo dhacay: Isbedel ku yimid Maxkamadda Sare ee magaalada Kismaayo,war hadda soo dhacay isbedel ku yimid maxkamadda sare ee magaalada kismaayo xaaladda kismaayo ayaa isbedeshay kadib markii maxkamadda sare uu soo saaray amar,Politics,0
Dhacdo lama filaan ah: Isbedel ku yimid Wasaaradda Caafimaadka ee magaalada Muqdisho,dhacdo lama filaan ah isbedel ku yimid wasaaradda caafimaadka ee magaalada muqdisho xaaladda muqdisho ayaa isbedeshay kadib markii wasaaradda caafimaadka uu soo saaray amar,Health,0
Sir culus: Shaqaalaha Guddiga Doorashooyinka oo Cadaado ku yeeshay shir muhiim ah,sir culu shaqaalaha guddiga doorashooyinka oo cadaado ku yeeshay shir muhiim ah magaalada cadaado waxaa maanta ku shiray xubno ka tirsan guddiga doorashooyinka,Finance,0
Go'aan lama filaan ah: Baardheere oo laga dareemayo dhaqdhaqaaq ka socda Guddiga Doorashooyinka,goaan lama filaan ah baardheer oo laga dareemayo dhaqdhaqaaq ka socda guddiga doorashooyinka dadka deegaanka baardheer ayaa soo sheegaya guddiga doorashooyinka uu bilaabay hawlgal,Politics,0
War hadda soo dhacay: Luuq oo laga dareemayo dhaqdhaqaaq ka socda Wasaaradda Maaliyadda,war hadda soo dhacay luuq oo laga dareemayo dhaqdhaqaaq ka socda wasaaradda maaliyadda dadka deegaanka luuq ayaa soo sheegaya wasaaradda maaliyadda uu bilaabay hawlgal,Finance,0
Wararka saaka: Afgoye oo laga dareemayo dhaqdhaqaaq ka socda Baarlamaanka,wararka saaka afgoy oo laga dareemayo dhaqdhaqaaq ka socda baarlamaanka dadka deegaanka afgoy ayaa soo sheegaya baarlamaanka uu bilaabay hawlgal,Security,0
Falanqeyn muhiim ah: Hobyo oo laga dareemayo dhaqdhaqaaq ka socda Wasaaradda Caafimaadka,falanqeyn muhiim ah hobyo oo laga dareemayo dhaqdhaqaaq ka socda wasaaradda caafimaadka dadka deegaanka hobyo ayaa soo sheegaya wasaaradda caafimaadka uu bilaabay hawlgal,Finance,0
Falanqeyn muhiim ah: Shaqaalaha Wasaaradda Arrimaha Gudaha oo Jowhar ku yeeshay shir muhiim ah,falanqeyn muhiim ah shaqaalaha wasaaradda arrimaha gudaha oo jowhar ku yeeshay shir muhiim ah magaalada jowhar waxaa maanta ku shiray xubno ka tirsan wasaaradda arrimaha gudaha,Politics,0
Wararka saaka: Shaqaalaha NISA oo Kismaayo ku yeeshay shir muhiim ah,wararka saaka shaqaalaha nisa oo kismaayo ku yeeshay shir muhiim ah magaalada kismaayo waxaa maanta ku shiray xubno ka tirsan nisa,Politics,0
Dhacdo lama filaan ah: Shaqaalaha Wasaaradda Arrimaha Gudaha oo Doolow ku yeeshay shir muhiim ah,dhacdo lama filaan ah shaqaalaha wasaaradda arrimaha gudaha oo doolow ku yeeshay shir muhiim ah magaalada doolow waxaa maanta ku shiray xubno ka tirsan wasaaradda arrimaha gudaha,Politics,0
Kulan xasaasi ah: Shaqaalaha Maxkamadda Sare oo Baraawe ku yeeshay shir muhiim ah,kulan xasaasi ah shaqaalaha maxkamadda sare oo baraaw ku yeeshay shir muhiim ah magaalada baraaw waxaa maanta ku shiray xubno ka tirsan maxkamadda sare,Security,0
Go'aan lama filaan ah: Shaqaalaha Wasaaradda Arrimaha Gudaha oo Jilib ku yeeshay shir muhiim ah,goaan lama filaan ah shaqaalaha wasaaradda arrimaha gudaha oo jilib ku yeeshay shir muhiim ah magaalada jilib waxaa maanta ku shiray xubno ka tirsan wasaaradda arrimaha gudaha,Health,0
Bayaan rasmi ah: Hargeisa oo laga dareemayo dhaqdhaqaaq ka socda Maxkamadda Sare,bayaan rasmi ah hargeisa oo laga dareemayo dhaqdhaqaaq ka socda maxkamadda sare dadka deegaanka hargeisa ayaa soo sheegaya maxkamadda sare uu bilaabay hawlgal,Security,0
Wararka saaka: Isbedel ku yimid Ciidanka Xoogga ee magaalada Baardheere,wararka saaka isbedel ku yimid ciidanka xoogga ee magaalada baardheer xaaladda baardheer ayaa isbedeshay kadib markii ciidanka xoogga uu soo saaray amar,Health,0
Dhacdo lama filaan ah: Isbedel ku yimid NISA ee magaalada Baydhabo,dhacdo lama filaan ah isbedel ku yimid nisa ee magaalada baydhabo xaaladda baydhabo ayaa isbedeshay kadib markii nisa uu soo saaray amar,Finance,0
Xog hoose: Isbedel ku yimid Madaxtooyada ee magaalada Beledweyne,xog hoos isbedel ku yimid madaxtooyada ee magaalada beledweyn xaaladda beledweyn ayaa isbedeshay kadib markii madaxtooyada uu soo saaray amar,Security,0
Xog hoose: Wasaaradda Arrimaha Gudaha oo Galkacyo go'aan cusub ku dhawaaqay,xog hoos wasaaradda arrimaha gudaha oo galkacyo goaan cusub ku dhawaaqay warar laga helay galkacyo ayaa sheegaya wasaaradda arrimaha gudaha uu qaaday tallaabo cusub,Security,0
Go'aan lama filaan ah: Isbedel ku yimid Wasaaradda Maaliyadda ee magaalada Berbera,goaan lama filaan ah isbedel ku yimid wasaaradda maaliyadda ee magaalada berbera xaaladda berbera ayaa isbedeshay kadib markii wasaaradda maaliyadda uu soo saaray amar,Politics,0
Dhacdo lama filaan ah: Isbedel ku yimid Wasaaradda Caafimaadka ee magaalada Beledweyne,dhacdo lama filaan ah isbedel ku yimid wasaaradda caafimaadka ee magaalada beledweyn xaaladda beledweyn ayaa isbedeshay kadib markii wasaaradda caafimaadka uu soo saaray amar,Politics,0
Dhacdo lama filaan ah: Isbedel ku yimid Baarlamaanka ee magaalada Dhusamareeb,dhacdo lama filaan ah isbedel ku yimid baarlamaanka ee magaalada dhusamareeb xaaladda dhusamareeb ayaa isbedeshay kadib markii baarlamaanka uu soo saaray amar,Health,0
Sir culus: Wasaaradda Caafimaadka oo Muqdisho go'aan cusub ku dhawaaqay,sir culu wasaaradda caafimaadka oo muqdisho goaan cusub ku dhawaaqay warar laga helay muqdisho ayaa sheegaya wasaaradda caafimaadka uu qaaday tallaabo cusub,Politics,0
Bayaan rasmi ah: Shaqaalaha Wasaaradda Maaliyadda oo Qoryooley ku yeeshay shir muhiim ah,bayaan rasmi ah shaqaalaha wasaaradda maaliyadda oo qoryooley ku yeeshay shir muhiim ah magaalada qoryooley waxaa maanta ku shiray xubno ka tirsan wasaaradda maaliyadda,Finance,0
Sir culus: Isbedel ku yimid Wasaaradda Maaliyadda ee magaalada Merca,sir culu isbedel ku yimid wasaaradda maaliyadda ee magaalada merca xaaladda merca ayaa isbedeshay kadib markii wasaaradda maaliyadda uu soo saaray amar,Security,0
Bayaan rasmi ah: Isbedel ku yimid Wasaaradda Maaliyadda ee magaalada Gabiley,bayaan rasmi ah isbedel ku yimid wasaaradda maaliyadda ee magaalada gabiley xaaladda gabiley ayaa isbedeshay kadib markii wasaaradda maaliyadda uu soo saaray amar,Security,0
Sir culus: Wasaaradda Maaliyadda oo Burao go'aan cusub ku dhawaaqay,sir culu wasaaradda maaliyadda oo burao goaan cusub ku dhawaaqay warar laga helay burao ayaa sheegaya wasaaradda maaliyadda uu qaaday tallaabo cusub,Finance,0
Go'aan lama filaan ah: Dhusamareeb oo laga dareemayo dhaqdhaqaaq ka socda Wasaaradda Maaliyadda,goaan lama filaan ah dhusamareeb oo laga dareemayo dhaqdhaqaaq ka socda wasaaradda maaliyadda dadka deegaanka dhusamareeb ayaa soo sheegaya wasaaradda maaliyadda uu bilaabay hawlgal,Health,0
Go'aan lama filaan ah: Shaqaalaha Guddiga Doorashooyinka oo Baydhabo ku yeeshay shir muhiim ah,goaan lama filaan ah shaqaalaha guddiga doorashooyinka oo baydhabo ku yeeshay shir muhiim ah magaalada baydhabo waxaa maanta ku shiray xubno ka tirsan guddiga doorashooyinka,Finance,0
Bayaan rasmi ah: Ciidanka Xoogga oo Baydhabo go'aan cusub ku dhawaaqay,bayaan rasmi ah ciidanka xoogga oo baydhabo goaan cusub ku dhawaaqay warar laga helay baydhabo ayaa sheegaya ciidanka xoogga uu qaaday tallaabo cusub,Finance,0
Falanqeyn muhiim ah: Isbedel ku yimid Wasaaradda Arrimaha Gudaha ee magaalada Merca,falanqeyn muhiim ah isbedel ku yimid wasaaradda arrimaha gudaha ee magaalada merca xaaladda merca ayaa isbedeshay kadib markii wasaaradda arrimaha gudaha uu soo saaray amar,Politics,0
Sir culus: Beledweyne oo laga dareemayo dhaqdhaqaaq ka socda NISA,sir culu beledweyn oo laga dareemayo dhaqdhaqaaq ka socda nisa dadka deegaanka beledweyn ayaa soo sheegaya nisa uu bilaabay hawlgal,Security,0
Sir culus: Wasaaradda Maaliyadda oo Berbera go'aan cusub ku dhawaaqay,sir culu wasaaradda maaliyadda oo berbera goaan cusub ku dhawaaqay warar laga helay berbera ayaa sheegaya wasaaradda maaliyadda uu qaaday tallaabo cusub,Finance,0
Kulan xasaasi ah: Garowe oo laga dareemayo dhaqdhaqaaq ka socda Wasaaradda Maaliyadda,kulan xasaasi ah garow oo laga dareemayo dhaqdhaqaaq ka socda wasaaradda maaliyadda dadka deegaanka garow ayaa soo sheegaya wasaaradda maaliyadda uu bilaabay hawlgal,Health,0
War DEG DEG ah: Bangiga Dhexe oo Doolow go'aan cusub ku dhawaaqay,war deg deg ah bangiga dhex oo doolow goaan cusub ku dhawaaqay warar laga helay doolow ayaa sheegaya bangiga dhex uu qaaday tallaabo cusub,Security,0
Go'aan lama filaan ah: Shaqaalaha Baarlamaanka oo Qoryooley ku yeeshay shir muhiim ah,goaan lama filaan ah shaqaalaha baarlamaanka oo qoryooley ku yeeshay shir muhiim ah magaalada qoryooley waxaa maanta ku shiray xubno ka tirsan baarlamaanka,Health,0
Xog hoose: Isbedel ku yimid Baarlamaanka ee magaalada Erigavo,xog hoos isbedel ku yimid baarlamaanka ee magaalada erigavo xaaladda erigavo ayaa isbedeshay kadib markii baarlamaanka uu soo saaray amar,Politics,0
Falanqeyn muhiim ah: Isbedel ku yimid Wasaaradda Maaliyadda ee magaalada Afgoye,falanqeyn muhiim ah isbedel ku yimid wasaaradda maaliyadda ee magaalada afgoy xaaladda afgoy ayaa isbedeshay kadib markii wasaaradda maaliyadda uu soo saaray amar,Security,0
Xog hoose: Shaqaalaha Wasaaradda Caafimaadka oo Erigavo ku yeeshay shir muhiim ah,xog hoos shaqaalaha wasaaradda caafimaadka oo erigavo ku yeeshay shir muhiim ah magaalada erigavo waxaa maanta ku shiray xubno ka tirsan wasaaradda caafimaadka,Finance,0
Sir culus: Isbedel ku yimid Maxkamadda Sare ee magaalada Baardheere,sir culu isbedel ku yimid maxkamadda sare ee magaalada baardheer xaaladda baardheer ayaa isbedeshay kadib markii maxkamadda sare uu soo saaray amar,Security,0
Kulan xasaasi ah: Qoryooley oo laga dareemayo dhaqdhaqaaq ka socda Ciidanka Xoogga,kulan xasaasi ah qoryooley oo laga dareemayo dhaqdhaqaaq ka socda ciidanka xoogga dadka deegaanka qoryooley ayaa soo sheegaya ciidanka xoogga uu bilaabay hawlgal,Health,0
Sir culus: Bangiga Dhexe oo Beledweyne go'aan cusub ku dhawaaqay,sir culu bangiga dhex oo beledweyn goaan cusub ku dhawaaqay warar laga helay beledweyn ayaa sheegaya bangiga dhex uu qaaday tallaabo cusub,Politics,0
Bayaan rasmi ah: Isbedel ku yimid Wasaaradda Arrimaha Gudaha ee magaalada Las Anod,bayaan rasmi ah isbedel ku yimid wasaaradda arrimaha gudaha ee magaalada la anod xaaladda la anod ayaa isbedeshay kadib markii wasaaradda arrimaha gudaha uu soo saaray amar,Politics,0
Sir culus: Shaqaalaha NISA oo Merca ku yeeshay shir muhiim ah,sir culu shaqaalaha nisa oo merca ku yeeshay shir muhiim ah magaalada merca waxaa maanta ku shiray xubno ka tirsan nisa,Health,0
War hadda soo dhacay: Shaqaalaha Baarlamaanka oo Jowhar ku yeeshay shir muhiim ah,war hadda soo dhacay shaqaalaha baarlamaanka oo jowhar ku yeeshay shir muhiim ah magaalada jowhar waxaa maanta ku shiray xubno ka tirsan baarlamaanka,Politics,0
Wararka saaka: Wasaaradda Caafimaadka oo Muqdisho go'aan cusub ku dhawaaqay,wararka saaka wasaaradda caafimaadka oo muqdisho goaan cusub ku dhawaaqay warar laga helay muqdisho ayaa sheegaya wasaaradda caafimaadka uu qaaday tallaabo cusub,Health,0
War hadda soo dhacay: Shaqaalaha Baarlamaanka oo Merca ku yeeshay shir muhiim ah,war hadda soo dhacay shaqaalaha baarlamaanka oo merca ku yeeshay shir muhiim ah magaalada merca waxaa maanta ku shiray xubno ka tirsan baarlamaanka,Security,0
Bayaan rasmi ah: Wasaaradda Caafimaadka oo Luuq go'aan cusub ku dhawaaqay,bayaan rasmi ah wasaaradda caafimaadka oo luuq goaan cusub ku dhawaaqay warar laga helay luuq ayaa sheegaya wasaaradda caafimaadka uu qaaday tallaabo cusub,Politics,0
Sir culus: Shaqaalaha Maxkamadda Sare oo Kismaayo ku yeeshay shir muhiim ah,sir culu shaqaalaha maxkamadda sare oo kismaayo ku yeeshay shir muhiim ah magaalada kismaayo waxaa maanta ku shiray xubno ka tirsan maxkamadda sare,Security,0
Sir culus: Isbedel ku yimid Madaxtooyada ee magaalada Afgoye,sir culu isbedel ku yimid madaxtooyada ee magaalada afgoy xaaladda afgoy ayaa isbedeshay kadib markii madaxtooyada uu soo saaray amar,Finance,0
War hadda soo dhacay: Balanbale oo laga dareemayo dhaqdhaqaaq ka socda Wasaaradda Maaliyadda,war hadda soo dhacay balanbal oo laga dareemayo dhaqdhaqaaq ka socda wasaaradda maaliyadda dadka deegaanka balanbal ayaa soo sheegaya wasaaradda maaliyadda uu bilaabay hawlgal,Health,0
Wararka saaka: Berbera oo laga dareemayo dhaqdhaqaaq ka socda Maxkamadda Sare,wararka saaka berbera oo laga dareemayo dhaqdhaqaaq ka socda maxkamadda sare dadka deegaanka berbera ayaa soo sheegaya maxkamadda sare uu bilaabay hawlgal,Finance,0
Bayaan rasmi ah: Shaqaalaha Baarlamaanka oo Qoryooley ku yeeshay shir muhiim ah,bayaan rasmi ah shaqaalaha baarlamaanka oo qoryooley ku yeeshay shir muhiim ah magaalada qoryooley waxaa maanta ku shiray xubno ka tirsan baarlamaanka,Finance,0
Go'aan lama filaan ah: Ciidanka Xoogga oo Eyl go'aan cusub ku dhawaaqay,goaan lama filaan ah ciidanka xoogga oo eyl goaan cusub ku dhawaaqay warar laga helay eyl ayaa sheegaya ciidanka xoogga uu qaaday tallaabo cusub,Finance,0
Sir culus: Isbedel ku yimid Ciidanka Xoogga ee magaalada Luuq,sir culu isbedel ku yimid ciidanka xoogga ee magaalada luuq xaaladda luuq ayaa isbedeshay kadib markii ciidanka xoogga uu soo saaray amar,Politics,0
War DEG DEG ah: Shaqaalaha Wasaaradda Maaliyadda oo Merca ku yeeshay shir muhiim ah,war deg deg ah shaqaalaha wasaaradda maaliyadda oo merca ku yeeshay shir muhiim ah magaalada merca waxaa maanta ku shiray xubno ka tirsan wasaaradda maaliyadda,Finance,0
Sir culus: Isbedel ku yimid Wasaaradda Maaliyadda ee magaalada Hargeisa,sir culu isbedel ku yimid wasaaradda maaliyadda ee magaalada hargeisa xaaladda hargeisa ayaa isbedeshay kadib markii wasaaradda maaliyadda uu soo saaray amar,Health,0
Bayaan rasmi ah: Isbedel ku yimid Madaxtooyada ee magaalada Qoryooley,bayaan rasmi ah isbedel ku yimid madaxtooyada ee magaalada qoryooley xaaladda qoryooley ayaa isbedeshay kadib markii madaxtooyada uu soo saaray amar,Health,0
Falanqeyn muhiim ah: Baarlamaanka oo Buurhakaba go'aan cusub ku dhawaaqay,falanqeyn muhiim ah baarlamaanka oo buurhakaba goaan cusub ku dhawaaqay warar laga helay buurhakaba ayaa sheegaya baarlamaanka uu qaaday tallaabo cusub,Security,0
Bayaan rasmi ah: Guddiga Doorashooyinka oo Jilib go'aan cusub ku dhawaaqay,bayaan rasmi ah guddiga doorashooyinka oo jilib goaan cusub ku dhawaaqay warar laga helay jilib ayaa sheegaya guddiga doorashooyinka uu qaaday tallaabo cusub,Finance,0
Dhacdo lama filaan ah: Baraawe oo laga dareemayo dhaqdhaqaaq ka socda Wasaaradda Caafimaadka,dhacdo lama filaan ah baraaw oo laga dareemayo dhaqdhaqaaq ka socda wasaaradda caafimaadka dadka deegaanka baraaw ayaa soo sheegaya wasaaradda caafimaadka uu bilaabay hawlgal,Politics,0
Go'aan lama filaan ah: Wasaaradda Maaliyadda oo Hargeisa go'aan cusub ku dhawaaqay,goaan lama filaan ah wasaaradda maaliyadda oo hargeisa goaan cusub ku dhawaaqay warar laga helay hargeisa ayaa sheegaya wasaaradda maaliyadda uu qaaday tallaabo cusub,Finance,0
Wararka saaka: Shaqaalaha Maxkamadda Sare oo Hargeisa ku yeeshay shir muhiim ah,wararka saaka shaqaalaha maxkamadda sare oo hargeisa ku yeeshay shir muhiim ah magaalada hargeisa waxaa maanta ku shiray xubno ka tirsan maxkamadda sare,Politics,0
