ID,Title,Text,Category,Label
22,"Waxa uu yidhi musharaxa Senetka ee Maraykanka Tommy Thompson waxa uu qirtay in Washington, D.C., ay u badashay nin wax garanaya oo iibinaya saamayntiisa si uu malaayiin uga sameeyo awoodda.","Waxa uu yidhi musharaxa Senetka ee Maraykanka Tommy Thompson waxa uu qirtay in Washington, D.C., ay u badashay nin wax garanaya oo iibinaya saamayntiisa si uu malaayiin uga sameeyo dano gaar ah oo awood leh.",Guud,0
23,Wuxuu yidhi taleefishinka CNN ayaa sheegay in Hillary Clinton ay ilaa hadda saxafada ka heshay gaadiid bilaash ah. Ma ahaayeen kuwii ugu waaweynaa ee taageeraya ololaheeda.,Wuxuu yidhi taleefishinka CNN ayaa sheegay in Hillary Clinton ay ilaa hadda saxafada ka heshay gaadiid bilaash ah. Ma ahaayeen kuwii ugu waaweynaa ee taageeraya ololaheeda.,Guud,0
24,Waxa uu yidhi Donald Trumps tirooyinka cod bixinta ayaa muujinaya in uu yahay qofka ugu sarreeya Isbaanishka ee uu Jamhuurigu waligiis ahaado.,Waxa uu yidhi Donald Trumps tirooyinka cod bixinta ayaa muujinaya in uu yahay qofka ugu sarreeya Isbaanishka ee uu Jamhuurigu waligiis ahaado.,Guud,0
25,Shaqaalaha dawladda ayaa boqolkiiba 43 ka sameeya mushaharka iyo gunnada marka loo eego shaqaalaha gaarka ah.,Shaqaalaha dawladda ayaa boqolkiiba 43 ka sameeya mushaharka iyo gunnada marka loo eego shaqaalaha gaarka ah.,Guud,0
26,"Waxay leedahay dawlado hoose oo badan oo ku yaal Wisconsin waxay mar horeba uga baahan yihiin shaqaalaha inay bixiyaan 20 boqolkiiba, 30 boqolkiiba ama xitaa 40 boqolkiiba khidmadaha caymiska caafimaadka","Waxay leedahay dawlado hoose oo badan oo ku yaal Wisconsin waxay mar hore uga baahan yihiin shaqaalaha inay bixiyaan 20 boqolkiiba, 30 boqolkiiba ama xitaa 40 boqolkiiba khidmadaha caymiska caafimaadka.",Caafimaadka,0
27,"Wax ka beddelka sharciga dib-u-habaynta caafimaadka Aqalka ""wuxuu dhigayaa xannibaadyo cusub gelitaanka haweenka ee caymiska ilmo soo rididda ee suuqa caymiska caafimaadka gaarka ah xitaa","Wax ka beddelka sharciga dib-u-habaynta caafimaadka Aqalka ""wuxuu dhigayaa xannibaadyo cusub gelitaanka haweenka ee caymiska ilmo soo rididda ee suuqa caymiska caafimaadka ee gaarka ah xitaa marka ay lacagtooda ku bixin lahaayeen lacago ceymis ah.""",Caafimaadka,0
28,Xeerka dib u habaynta daryeelka caafimaadka ee la-talinta dhamaadka-nolosha ee waayeelka gabi ahaanba ma aha ikhtiyaari.,Xeerka dib u habaynta daryeelka caafimaadka ee la-talinta dhamaadka-nolosha ee waayeelka gabi ahaanba ma aha ikhtiyaari.,Caafimaadka,0
29,"Horaantii sanadkan, madaxa xafiiska miisaaniyada Congress-ka ayaa ka hor sheegay Congress-ka in hirgelinta Obamacare ay ku kici doonto 800,000 oo shaqo.","Horaantii sanadkan, madaxa xafiiska miisaaniyada Congress-ka ayaa ka hor sheegay Congress-ka in hirgelinta Obamacare ay ku kici doonto 800,000 oo shaqo.",Guud,0
30,"Waxay kor u qaadaysaa jaantuska sheegaya in Barack Obama uu kordhiyay deynta 16 boqolkiiba, marka la barbardhigo George W. Bush, oo kordhay 115 boqolkiiba.","Waxay kor u qaadaysaa jaantuska sheegaya in Barack Obama uu kordhiyay deynta 16 boqolkiiba, marka la barbardhigo George W. Bush, oo kordhay 115 boqolkiiba.",Guud,0
31,Ameerika waxa ay ahaan jirtay dalka saddexaad ee ugu fudud ee lagu aasaaso ganacsi. Hadda waa lambarka 17.,Ameerika waxa ay ahaan jirtay dalka saddexaad ee ugu fudud ee lagu aasaaso ganacsi. Hadda waa lambarka 17.,Dhaqaalaha,0
32,Wuxuu yidhi dhaqaalaheena New Jersey wuxuu ka helaa $38 bilyan ganacsiyada Shore.,Wuxuu yidhi dhaqaalaheena New Jersey wuxuu ka helaa $38 bilyan ganacsiyada Shore.,Dhaqaalaha,0
33,Wuxuu sheegay in celceliska shaqaalaha dawladda aan la saamayn doonin labada sano ee ugu horreysa hoos-u-habaynta faa'iidooyinka caafimaadka gobolka.,Wuxuu sheegay in celceliska shaqaalaha dawladda aan la saamayn doonin labada sano ee ugu horreysa hoos-u-habaynta faa'iidooyinka caafimaadka gobolka.,Caafimaadka,0
34,"Waxaa lagu qiyaasaa in 100 milyan oo doolar ee lagu bixiyo dhismaha ay soo saarto 3,000 oo shaqo oo cusub.","Waxaa lagu qiyaasaa in 100 milyan oo doolar ee lagu bixiyo dhismaha ay soo saarto 3,000 oo shaqo oo cusub.",Guud,0
35,"Siyaasadaha dhaqaale ee fashilmay ee Madaxweyne Barack Obama, Dimuqraadiyiinta iyo Kaydka Federaalka ayaa sare u qaadaya qiimaha gaaska halka dhaqaalaha Ameerika uu yahay r.","Siyaasadaha dhaqaale ee fashilmay ee Madaxweyne Barack Obama, Dimuqraadiyiinta iyo Kaydka Federaalka ayaa sare u qaadaya qiimaha gaaska halka dhaqaalaha Ameerika uu ku socdo qiiq.",Siyaasadda,0
36,"Senator-ka California, Senator Dimuqraadiga Dianne Feinstein ayaa tiri haddii ay ku dhihi karto Mr. America iyo Mrs. America, I siiya qoryahaaga, waan soo koobayaa, s","Senetarka California, Senatar Dimuqraadiga Dianne Feinstein ayaa tiri haddii ay ku dhihi karto Mr. America iyo Mrs. America, I siiya qoryahaaga, waan soo koobayaa, way yeeli lahayd.",Guud,0
37,"Senator-ka California, Senator Dimuqraadiga Dianne Feinstein ayaa tiri haddii ay ku dhihi karto Mr. America iyo Mrs. America, I siiya qoryahaaga, waan soo koobayaa, s","Aasaaska Xisaabtanka Dawladda, kaas oo taageeray sharciga Florida ee u baahan in la baaro daroogada dadka qaata daryeelka, waa koox walaalo ah oo xiriir la leh Koch.",Guud,0
38,"Ann Kuster waxa ay taageertaa la wareegidda dawladda ee daryeelka caafimaadka, taas oo Medicare ka dhacaysa in ka badan $700 bilyan.","Ann Kuster waxa ay taageertaa la wareegidda dawladda ee daryeelka caafimaadka, taas oo Medicare ka dhacaysa in ka badan $700 bilyan.",Caafimaadka,0
39,"Falanqaynta dawladdu waxay muujinaysaa cashuurta gaadiidka ee la soo jeediyay, metro Atlanta waxay abuuri doontaa ama taageeri doontaa 200,000 oo shaqo oo cusub oo dheeraad ah, oo ay ku jiraan shaqooyinka t","Waxay leedahay dawlado hoose oo badan oo ku yaal Wisconsin waxay mar horeba uga baahan yihiin shaqaalaha inay bixiyaan 20 boqolkiiba, 30 boqolkiiba ama xitaa 40 boqolkiiba khidmadaha caymiska caafimaadka",Caafimaadka,0
40,Shirkadaha baabuurtu waxay hadda dib u soo celiyeen cashuur bixiyayaasha dime kasta iyo wax ka badan wixii maamulkaygu galiyay.,Shirkadaha baabuurtu waxay hadda dib u soo celiyeen cashuur bixiyayaasha dime kasta iyo wax ka badan wixii maamulkaygu galiyay.,Guud,0
41,Hogaamiyeyaashii Dallas Cowboys waxay maaweelinayeen ciidamo ka badan adduunka marka loo eego Bob Hope.,Hogaamiyeyaashii Dallas Cowboys waxay maaweelinayeen ciidamo ka badan adduunka marka loo eego Bob Hope.,Guud,0
42,"Falanqaynta dawladdu waxay muujinaysaa cashuurta gaadiidka ee la soo jeediyay, metro Atlanta waxay abuuri doontaa ama taageeri doontaa 200,000 oo shaqo oo cusub oo dheeraad ah, oo ay ku jiraan shaqooyinka t","Falanqaynta dawladda waxay muujinaysaa cashuurta gaadiidka ee la soo jeediyay, metro Atlanta waxay abuuri doontaa ama taageeri doontaa 200,000 oo shaqo oo cusub oo dheeraad ah, oo ay ku jiraan shaqooyinka la hayo sanadba sanadka ka dambeeya.",Guud,0
43,"Lix bilood ayay ku qaadatay Obama inuu soo xusho ey qoys, laakiin waxa uu dib u habayn ku samaynayay daryeelka caafimaadka cunaha dalka qayb yar oo wakhtigaas ah.","Lix bilood ayay ku qaadatay Obama inuu soo xusho ey qoys, laakiin waxa uu dib u habayn ku samaynayay daryeelka caafimaadka cunaha dalka qayb yar oo wakhtigaas ah.",Caafimaadka,0
44,Dhaqaale-yahannada Harvey Rosen iyo Martin Feldstein ayaa sheegay in bixinta (Mitt) Romneys canshuur dhimis ay u baahan tahay canshuur kordhin ballaaran oo qoysaska maki,"Dhaqaale-yahannada Harvey Rosen iyo Martin Feldstein ayaa sheegay in bixinta (Mitt) Romneys canshuur dhimis ay u baahan tahay canshuur kordhin ballaaran oo qoysaska sameeya inta u dhaxaysa $100,000 iyo $200,000.",Dhaqaalaha,0
45,Dibad-baxayaashu waxay ku weerareen xarunta kooxaha iyagoo ku xardhan laamiga laamiga iyo sawirro la isku dhejiyay oo lagu mariyay dhismaha iyo taallada.,Dibad-baxayaashu waxay ku weerareen xarunta kooxaha iyagoo ku xardhan laamiga laamiga iyo sawirro la isku dhejiyay oo lagu mariyay dhismaha iyo taallada.,Amniga,0
46,"Dan Gecker ayaa u codeeyay in la labanlaabo khidmadaha diiwaangelinta baabuurta, taasoo ku kacaysa (Chesterfield) deganeyaasha degmada in ka badan $6 milyan sannadkii.","Iowa, sabab wanaagsan awgeed, sababo dastuuri ah, sababo la xidhiidha Rabbiga, waa inay noqdaan guddiga ugu horreeya iyo aasaasiga.",Guud,0
47,"Dan Gecker ayaa u codeeyay in la labanlaabo khidmadaha diiwaangelinta baabuurta, taasoo ku kacaysa (Chesterfield) deganeyaasha degmada in ka badan $6 milyan sannadkii.","Dan Gecker ayaa u codeeyay in la labanlaabo khidmadaha diiwaangelinta baabuurta, taasoo ku kacaysa (Chesterfield) deganeyaasha degmada in ka badan $6 milyan sannadkii.",Guud,0
48,"Tan iyo markii uu xilka qabtay Guddoomiyaha Gobolka Wisconsin Scott Walker, waxaan ku weyneynaa shaqooyin heerar aan la arkin tobanaan sano.","Tan iyo markii uu xilka qabtay Guddoomiyaha Gobolka Wisconsin Scott Walker, waxaan ku weyneynaa shaqooyin heerar aan la arkin tobanaan sano.",Guud,0
49,Sharciga daryeelka caafimaadku wuxuu hoos u dhigayaa tirada dadka aan caymiska lahayn ee Ameerika 3 boqolkiiba lacag intee le'eg? $2 trillion.,Sharciga daryeelka caafimaadku wuxuu hoos u dhigayaa tirada dadka aan caymiska lahayn ee Ameerika 3 boqolkiiba lacag intee le'eg? $2 trillion.,Caafimaadka,0
50,Lacagta federaaliga ah ee ballaarinta Medicaid waa la dammaanad qaaday dhowr sano ka dibna way baxaysaa.,Lacagta federaaliga ah ee ballaarinta Medicaid waa la dammaanad qaaday dhowr sano ka dibna way baxaysaa.,Dhaqaalaha,0
51,"Wuxuu leeyahay mar kasta oo sharci-dejintu hakiyaan laadiyaha, oo ay ugu dambaysay laadki shirkadda ee 2007, Salem wuxuu kharash gareeyay dinaar kasta oo wuu ku guul daraystay inuu dejiyo","Wuxuu leeyahay Mar kasta oo sharci-dejintu hakiyaan laadiyaha, oo ay ugu dambaysay laadki shirkadda ee 2007, Salem wuxuu kharash gareeyay dinaar kasta wuxuuna ku guul daraystay inuu dejiyo dakhliga gobollada.",Guud,0
52,Wuxuu yidhi Gov. Scott Walkers burintii sharci 2009 ayaa ka tagay Wisconsin inay noqoto mid ka mid ah shanta gobol oo aan lahayn sharci mushahar isku mid ah oo haweenka ka ilaalinaya takoorka jinsiga,Waxa uu yidhi Gov. Scott Walkers burintii sharci 2009 ayaa ka tagay Wisconsin in ay noqoto mid ka mid ah shanta gobol oo aan lahayn sharci mushahar isku mid ah oo dumarka ka ilaalinaya takoorka jinsiga marka ay jeegooda qaataan.,Guud,0
53,Terry McAuliffe ayaa ku hanjabay inuu xidhi doono dawladda Virginia haddii aan la taageerin qorshihiisa miisaaniyadeed.,Terry McAuliffe ayaa ku hanjabay inuu xidhi doono dawladda Virginia haddii aan la taageerin qorshihiisa miisaaniyadeed.,Guud,0
54,Ann McLane Kuster waxa loogu talagalay la wareegidda dawladda ee daryeelka caafimaadka oo ka xagjirsan Obamacare. Waxayna taageertaa dhimista $700 bilyan ee Medicare hadda,Ann McLane Kuster waxa loogu talagalay la wareegidda dawladda ee daryeelka caafimaadka oo ka xagjirsan Obamacare. Waxayna taageertaa dhimista $700 bilyan ee Medicare ee hawlgabka hadda.,Caafimaadka,0
55,Wuxuu yidhi musharrixiinta Jamhuuriga ee golaha muhiimka ah ee Wisconsin waxay la tartamaan kuwa raba inay gaar ka dhigaan Sekuuritiga Bulshada - oo halis galiyaan hawlgabkayaga Wall S,Wuxuu yidhi musharrixiinta Jamhuuriga ee ku jira golaha muhiimka ah ee Wisconsin waxay la safan yihiin kuwa raba inay gaar ka dhigaan Lambarka Bulshada - oo halis galiyaan hawlgabkayaga Wall Street.,Guud,0
56,"Guud ahaan guddiga, dembiyada rabshadaha wata ee ka jira xukunnada aqoonsan Xuquuqda Qaadashada ayaa ka hooseeya meelaha ka hortagaya.","Guud ahaan guddiga, dembiyada rabshadaha wata ee ka jira xukunnada aqoonsan Xuquuqda Qaadashada ayaa ka hooseeya meelaha ka hortagaya.",Guud,0
57,Waxa uu yidhi Madaxweyne Barack Obama waxa uu leeyahay soo jeedin Hay'adda Ilaalinta Deegaanka oo kor u qaadaysa qiimaha shidaalka 25 senti gallon.,Waxa uu yidhi Madaxweyne Barack Obama waxa uu leeyahay soo jeedin Hay'adda Ilaalinta Deegaanka oo kor u qaadaysa qiimaha shidaalka 25 senti gallon.,Siyaasadda,0
58,"Waxa uu sheegay in Houston ay hoy u tahay dhakhaatiir badan, kalkaaliyayaal badan, cilmi-baarayaal ka badan meel kasta oo adduunka ah.","Waxa uu sheegay in Houston ay hoy u tahay dhakhaatiir badan, kalkaaliyayaal badan, cilmi-baarayaal ka badan meel kasta oo adduunka ah.",Guud,0
59,Wuxuu sheegay in ku dhawaad ​​siddeed ama 10 jumladood oo kicin ah ay ku jireen wargeysyadiisa.,Wuxuu sheegay in ku dhawaad ​​siddeed ama 10 jumladood oo kicin ah ay ku jireen wargeysyadiisa.,Guud,0
60,"Michele Bachmann waxa uu Fox News ku yidhi, Dalkani waxa uu isticmaali karaa madaxweyne sida Benjamin Franklin mar kale.","Michele Bachmann waxa uu Fox News ku yidhi, Dalkani waxa uu isticmaali karaa madaxweyne sida Benjamin Franklin mar kale.",Siyaasadda,0
61,Ma akhrin kartid khudbad uu jeediyay George Washington. . . isagoo aan maqlin isaga oo tixraacaya Ilaaha Qaadirka ah.,Ma akhrin kartid khudbad uu jeediyay George Washington. . . isagoo aan maqlin isaga oo tixraacaya Ilaaha Qaadirka ah.,Guud,0
62,Waxaan weydiiyey (Xoghayihii arrimaha dibadda ee xilligaas Condoleezza Rice) imisa qof ayaa dhimatay mana ay garaneyn jawaabta su’aashaas.,Waxaan weydiiyey (Xoghayihii arrimaha dibadda ee xilligaas Condoleezza Rice) imisa qof ayaa dhimatay mana ay garaneyn jawaabta su’aashaas.,Guud,0
63,Madaxweyne Barack Obama ayaa bilowgii wada xaajoodka sheegay in habka aasaasiga ah uu yahay in la burburiyo barnaamijka Nukliyeerka ee Iran oo lagu beddelo burbur.,"Madaxweyne Barack Obama ayaa bilowgii wada xaajoodka sheegay in habka aasaasiga ah uu yahay in la burburiyo barnaamijka Nukliyeerka ee Iran, taas oo lagu beddelayo burburinta cunaqabataynta.",Siyaasadda,0
64,"Sannadkii 2001-dii, guddoomiyihii hore ee kaydka dawladda dhexe Alan Greenspan ""wuxuu caddeeyey kororka kharashka iyo dhimista canshuuraha, isagoo leh runtii uma baahnid inaan bixinno kharashka.","Sannadkii 2001-dii, guddoomiyihii hore ee kaydka federaalka Alan Greenspan ""wuxuu caddeeyey kororka kharashka iyo dhimista canshuuraha, isagoo sheegay in aanan runtii u baahnayn inaan deyn bixinno.""",Guud,0
65,"Magaalada New York, ilaaliyaha heerka gelitaanka waxa uu qaataa labanlaab in ka badan kan macalinka heerka gelitaanka.","Magaalada New York, ilaaliyaha heerka gelitaanka waxa uu qaataa labanlaab in ka badan kan macalinka heerka gelitaanka.",Guud,0
66,New York Times waxay ahayd inay dib uga laabato sheekadeeda ah in la macaamilka emailka Hillary Clintons ay jabisay sharciyo gaar ah.,New York Times waxay ahayd inay dib uga laabato sheekadeeda ah in la macaamilka emailka Hillary Clintons ay jabisay sharciyo gaar ah.,Guud,0
67,Wuxuu yidhi in ka badan 1 milyan oo saxeex ayaa la gudbiyay si loogu yeedho Gov. Scott Walker.,Wuxuu yidhi in ka badan 1 milyan oo saxeex ayaa la gudbiyay si loogu yeedho Gov. Scott Walker.,Guud,0
68,"Intii lagu jiray maamulkii Bush, kooxaha xorta ah waxaa bartilmaameedsaday IRS, si la mid ah bartilmaameedyadii dhawaa.","Intii lagu jiray maamulkii Bush, kooxaha xorta ah waxaa bartilmaameedsaday IRS, si la mid ah bartilmaameedyadii dhawaa.",Guud,0
69,Wuxuu yidhi in ka badan 1 milyan oo saxeex ayaa la gudbiyay si loogu yeedho Gov. Scott Walker.,Waxaan geeyay Ilaalada Qaranka Texas xuduudda Texas-Mexico. Siyaasaddiina way shaqeysay; Cabsida xadka ayaa hoos u dhacday 74 boqolkiiba.,Siyaasadda,0
70,"Wuxuu yidhi u doodistaydii su'aalaha qandaraaska ee Parks waxay daahisay oo ay beddeshay cusboonaysiinta qandaraaska Brooks, waxayna yaraysay tirada qandaraaska emp","Wuxuu yidhi u doodistaydii su'aalaha qandaraaska ee Parks waxay daahisay oo waxay beddeshay cusboonaysiinta qandaraaska Brooks, waxayna hoos u dhigtay tirada shaqaalaha qandaraaska ku haysta ee Parks in ka badan 100 ilaa in ka yar 40.",Guud,0
71,Scott Walker ayaa loo doortay gudoomiye isagoo balan qaaday inuusan qaadan doonin wax ku biirinta ololaha laga bilaabo taariikhda caleema saarkiisa ilaa inta la saxiixayo bud-dhigga gobolka.,"Scott Walker ayaa loo doortay gudoomiye isagoo balan qaaday inuusan qaadan doonin wax ku biirinta ololaha laga bilaabo taariikhda la caleema saarayo ilaa inta laga saxiixayo miisaaniyada gobolka, laakiin wuxuu jabiyay isagoo qaatay ku dhawaad ​​$5.6 milyan.",Guud,0
72,"Muddo afar sano ah oo ay xilka hayeen, shan mujaahid ayaa gaaray bartilmaameedkooda Mareykanka xilligii Barack Obama, marka la barbardhigo eber in ka badan 7 sano ka dib 9/11 xilligii George W. Bush.","Waxaan dagaalka u horseeday in Ciidanka Ilaalada Xeebaha ay matooradooda naga iibsadaan, ee ma aha shirkado shisheeye.",Amniga,0
73,Musharaxa Aqalka Wakiilada Mareykanka ee Dimuqraadiga Julie Lassa ayaa ku riixday in qaabka Kanada ay ula wareegto daryeelka caafimaadka.,Go'aanka Congress-ka ee ah in wax yar lagu bixiyo adduunka oo dhan amniga safaaradda ayaa gacan ka geystay masiibooyinka sida Benghazi.,Amniga,0
74,"Warbixin lagu daabacay Navy Times ayaa lagu sheegay in boqolkiiba 7.3 ciidamada, badda iyo badda ay ka fikireen isku dayga isdilka.","Warbixin lagu daabacay Navy Times ayaa lagu sheegay in boqolkiiba 7.3 ciidamada, badda iyo badda ay ka fikireen isku dayga isdilka.",Guud,0
75,Dave Brat ayaa sheegay in sida ugu wanaagsan ee lagu hagaajin karo Lambarka Bulshada ay tahay in waayeelka dib loogu celiyo wixii ay ku bixiyeen oo aan la sii kordhin.,Dave Brat ayaa sheegay in sida ugu wanaagsan ee lagu hagaajin karo Lambarka Bulshada ay tahay in waayeelka dib loogu celiyo wixii ay ku bixiyeen oo aan la sii kordhin.,Guud,0
