link,title,Text,Subject,label
https://halgan.net/2012/09/puntland-condemns-terrorist-attack-on-civilians-at-mogadishu-restaurant/,Puntland Oo Cambaaraysay Weerarkii Argagixiso Ee Lagula Kacay Maqaaxida Muqdisho,puntland oo cambaaraysay weerarkii argagixiso ee lagula kacay maqaaxida muqdisho,Security,1
https://wardheernews.com/a-one-clan-enclave-in-somalia-cannot-be-a-nation-the-case-against-somalilands-recognition/,A One-Clan Enclave in Somalia Cannot Be A Nation: The Case Against Somaliland’s Recognition,oneclan enclav somalia nation case somaliland recognit,General,1
https://halgan.net/2026/01/madaxweynaha-puntland-kulan-kula-qaatay-nairobi-wakiillada-beesha-caalamka/,Madaxweynaha Puntland kulan kula qaatay Nairobi Wakiillada Beesha Caalamka,madaxweynaha puntland kulan kula qaatay nairobi wakiillada beesha caalamka,General,1
https://halgan.net/2026/02/madaxweynaha-puntland-oo-tababar-ugu-soo-xiray-dufcadda-7-aad-dugsiga-tababarka-ee-xorgoble/,Madaxweynaha Puntland oo tababar ugu soo xiray Dufcadda 7-aad Dugsiga tababarka ee Xorgoble,madaxweynaha puntland oo tababar ugu soo xiray dufcadda aad dugsiga tababarka ee xorgobl,General,1
https://www.theguardian.com/world/2026/feb/16/producer-of-israeli-spy-thriller-found-dead-in-athens-hotel,Producer of Israeli spy thriller found dead in Athens hotel room,produc isra spi thriller found dead athen hotel room,General,1
https://halgan.net/2026/02/madaxweyana-jubaland-oo-gaaray-magaalada-muqdisho/,Madaxweyana Jubaland oo gaaray magaalada Muqdisho.,madaxweyana jubaland oo gaaray magaalada muqdisho,General,1
https://halgan.net/2026/01/madaxweyne-ku-xigeenka-puntland-oo-kulan-la-qaatay-saraakiishii-ciidanka-puntland/,Madaxweyne ku xigeenka Puntland oo kulan la qaatay saraakiishii ciidanka Puntland,madaxweyn ku xigeenka puntland oo kulan la qaatay saraakiishii ciidanka puntland,Politics,1
https://halgan.net/2026/01/madaxweynaha-jfs-xasan-sheekh-maxamuud-oo-la-hadlay-shacabka-soomaaliyeed/,Madaxweynaha JFS Xasan Sheekh Maxamuud oo la hadlay Shacabka Soomaaliyeed,madaxweynaha jf xasan sheekh maxamuud oo la hadlay shacabka soomaaliye,General,1
https://halgan.net/2016/01/press-release-the-government-of-puntland-strongly-opposes-the-mogadishu-communique-purporting-to-adopt-an-electoral-model-for-201/,WAR-SAXAAFADEED-Dowladda PUNTLAND OO SI ADAG UGA SOO HORJEEDAY BULSHADA MUQDISHO OO RAACAYNAYA QAABKA DOORASHOOYINKA 201,warsaxaafadeeddowladda puntland oo si adag uga soo horjeeday bulshada muqdisho oo raacaynaya qaabka doorashooyinka,Politics,1
https://www.youtube.com/channel/UC4cNm2QRGj1ggyofbMsAFHA?fbclid=IwAR3nZFEGaQRNqNI7ldwR_5S-EGBIeXOmY-3wipU9atWIpvG11LCLOMwC5TI,Ka Faaideyso Daruusta Sh Dr Aden Sh Cali Saalax Xafidahulaah.KitaabkiiSunan Al Nasa'i Guji Halkan.,ka faaideyso daruusta sh dr aden sh cali saalax xafidahulaahkitaabkiisunan al nasai guji halkan,General,1
https://halgan.net/2026/01/madaxweynaha-puntland-oo-kulan-la-qaatay-taliyeyaasha-ciidamada-gaarka-ah-ee-wadamada-maraykanka-iyo-ingiriis-ka-ee-bariga-africa/,Madaxweynaha Puntland oo kulan la qaatay Taliyeyaasha Ciidamada Gaarka ah ee Wadamada Maraykanka iyo Ingiriis-ka ee Bariga Africa,madaxweynaha puntland oo kulan la qaatay taliyeyaasha ciidamada gaarka ah ee wadamada maraykanka iyo ingiriiska ee bariga africa,General,1
https://halgan.net/2026/01/madaxweynaha-jfs-wada-hadal-taleefan-la-yeeshay-madaxweynaha-yugaandha/,Madaxweynaha JFS wada hadal taleefan la yeeshay Madaxweynaha Yugaandha,madaxweynaha jf wada hadal taleefan la yeeshay madaxweynaha yugaandha,General,1
https://www.theguardian.com/commentisfree/2026/feb/16/nothing-says-special-relationship-over-like-picture-donald-trump-liz-truss,Nothing says the ‘special relationship’ is over like this picture of Donald Trump and Liz Truss,noth say special relationship like pictur donald trump liz truss,General,1
https://www.aljazeera.com/news/2026/2/16/six-killed-46-injured-in-brazil-highway-bus-crash-tragedy,"Lix qof ayaa ku dhintay, 46 kalena way ku dhaawacmeen shil bas oo ka dhacay waddada weyn ee Brazil",lix qof ayaa ku dhintay kalena way ku dhaawacmeen shil ba oo ka dhacay waddada weyn ee brazil,General,1
https://www.theguardian.com/world/2026/feb/16/was-navalny-poisoning-by-frog-toxin-meant-to-send-a-message,Was Navalny poisoning by frog toxin meant to send a message?,navalni poison frog toxin meant send messag,General,1
https://www.aljazeera.com/news/2026/2/17/lebanon-says-four-months-needed-for-second-phase-of-hezbollah-disarmament,Lubnaan ayaa afar bilood u qabatay wejiga labaad ee hub ka dhigista Xisbullah,lubnaan ayaa afar bilood u qabatay wejiga labaad ee hub ka dhigista xisbullah,General,1
https://www.aljazeera.com/news/2026/2/16/new-israeli-housing-plan-near-jerusalem-slammed-as-disguised-annexation,Qorshaha guriyeynta cusub ee Israa'iil ee u dhow Jerusalem ayaa lagu dhaleeceeyay 'ku-darsasho qarsoon',qorshaha guriyeynta cusub ee israaiil ee u dhow jerusalem ayaa lagu dhaleeceeyay kudarsasho qarsoon,General,1
https://www.aljazeera.com/news/2026/2/17/rhode-island-shooting-2-killed-3-critically-injured-at-pawtucket-ice-rink,"Laba ayaa la dilay, 3 kalena waa ay halis ahaayeen kadib markii ay ku toogteen goob lagu ciyaaro xeegada ee Jasiiradda Rhode ee Mareykanka",laba ayaa la dilay kalena waa ay hali ahaayeen kadib markii ay ku toogteen goob lagu ciyaaro xeegada ee jasiiradda rhode ee mareykanka,General,1
https://www.aljazeera.com/economy/2026/2/16/us-homeland-security-departments-funding-negotiations-stall,Wada xaajoodyada maalgelinta Waaxda Amniga Gudaha ee Mareykanka ayaa joogsaday,wada xaajoodyada maalgelinta waaxda amniga gudaha ee mareykanka ayaa joogsaday,Security,1
https://www.aljazeera.com/news/2026/2/16/us-deploys-100-soldiers-to-nigeria-for-training-mission-nigerian-military,Mareykanka ayaa 100 askari u daabulaya Nigeria iyadoo ay sii kordhayaan weerarada ay geysanayaan kooxaha hubeysan,mareykanka ayaa askari u daabulaya nigeria iyadoo ay sii kordhayaan weerarada ay geysanayaan kooxaha hubeysan,Security,1
https://www.aljazeera.com/news/2026/2/17/australian-pm-albanese-says-no-help-for-isil-relatives-held-in-syria-camp,Ra'iisul wasaaraha Australia Albanese ayaa sheegay in aan wax gargaar ah la siin ehelada ISIL ee lagu hayo xerada Suuriya,raiisul wasaaraha australia albanes ayaa sheegay aan wax gargaar ah la siin ehelada isil ee lagu hayo xerada suuriya,General,1
https://www.aljazeera.com/news/2026/2/17/judge-orders-trump-administration-to-restore-philadelphia-slavery-exhibit,Xaakimka ayaa ku amray maamulka Trump inuu soo celiyo bandhiggii addoonsiga ee Philadelphia,xaakimka ayaa ku amray maamulka trump inuu soo celiyo bandhiggii addoonsiga ee philadelphia,General,1
https://www.theguardian.com/world/2026/feb/16/the-patience-and-the-poker-face-irans-wily-diplomat-set-to-face-the-us-in-nuclear-talks,The patience and the poker face: Iran’s wily diplomat set to face the US in nuclear talks,patienc poker face iran wili diplomat set face u nuclear talk,General,1
https://www.aljazeera.com/news/2026/2/17/russia-ukraine-war-list-of-key-events-day-1454,"Dagaalka Ruushka iyo Ukraine: Liiska dhacdooyinka muhiimka ah, maalintii 1,454",dagaalka ruushka iyo ukrain liiska dhacdooyinka muhiimka ah maalintii,General,1
https://www.aljazeera.com/news/2026/2/17/hyatt-hotels-chairman-thomas-pritzker-steps-down-over-epstein-ties,Guddoomiyaha Hyatt Hotels Thomas Pritzker ayaa iska casilaya xiriirka Epstein,guddoomiyaha hyatt hotel thoma pritzker ayaa iska casilaya xiriirka epstein,General,1
https://www.aljazeera.com/news/liveblog/2026/2/17/us-iran-talks-set-to-begin-at-omans-embassy-in-switzerland,Wareegii labaad ee wadahadalada Mareykanka iyo Iran ayaa ka furmaya safaarada Cumaan ee Geneva,wareegii labaad ee wadahadalada mareykanka iyo iran ayaa ka furmaya safaarada cumaan ee geneva,General,1
http://liberties.aljazeera.com/en,Xarunta Aljazeera ee Xoriyada Dadweynaha & Xuquuqul Insaanka,xarunta aljazeera ee xoriyada dadweynaha xuquuqul insaanka,General,1
https://www.aljazeera.com/news/2026/2/16/bangladeshs-interim-leader-yunus-steps-down-as-new-govt-set-to-take-over,Hogaamiyihii ku meel gaadhka ahaa ee Bangaladesh Yunus ayaa xilka ka degay iyadoo dawlad cusub ay qarka u saaran tahay inay la wareegto,hogaamiyihii ku meel gaadhka ahaa ee bangaladesh yunu ayaa xilka ka degay iyadoo dawlad cusub ay qarka u saaran tahay inay la wareegto,General,1
https://www.aljazeera.com/news/2026/2/17/train-derails-in-switzerland-injuring-five-amid-avalanches-in-the-alps,"Tareenka ayaa go'ay Switzerland, isagoo dhaawacay shan ka dib markii uu baraf ka da'ay buuraha Alps",tareenka ayaa goay switzerland isagoo dhaawacay ka dib markii uu baraf ka daay buuraha alp,General,1
https://www.aljazeera.com/sports/2026/2/16/australia-lose-to-sri-lanka-by-8-wickets-stare-at-t20-world-cup-exit,Australia ayaa indhaha ku heysa ka harista T20 ee Koobka Adduunka ka dib markii ay sideed gool ku garaacday Sri Lanka,australia ayaa indhaha ku heysa ka harista ee koobka adduunka ka dib markii ay side gool ku garaacday sri lanka,General,1
https://www.aljazeera.com/news/2026/2/17/waste-piles-up-in-cuba-as-us-imposed-fuel-blockade-halts-collection-trucks,Qashin ayaa ku soo ururay dalka Kuuba iyada oo xannibaadda shidaalka ee uu Maraykanku ku soo rogay uu joojiyey baabuurta xamuulka qaada,qashin ayaa ku soo ururay dalka kuuba iyada oo xannibaadda shidaalka ee uu maraykanku ku soo rogay uu joojiyey baabuurta xamuulka qaada,General,1
https://www.aljazeera.com/news/2026/2/16/drone-strike-on-busy-market-in-sudan-kills-at-least-28,Weerar diyaaradeed oo ka dhacay suuq mashquul badan oo ku yaalla Suudaan ayaa dilay ugu yaraan 28 qof,weerar diyaarade oo ka dhacay suuq mashquul badan oo ku yaalla suudaan ayaa dilay ugu yaraan qof,Security,1
https://www.bbc.com/somali/articles/crl43pr82xzo,Ma ogtahay khataraha ka imaan kara isticmaalka kaniiniga xanuun baab'iyaha adoon la tashan dhakhtar?,ogtahay khataraha ka imaan kara isticmaalka kaniiniga xanuun baabiyaha adoon la tashan dhakhtar,General,1
https://www.bbc.com/somali/articles/ce3kxg0e2zlo,Muxuu yahay walaaca ay qabaan farsamayaqaannada tumi jiray agabka la isticmaalo,muxuu yahay walaaca ay qabaan farsamayaqaannada tumi jiray agabka la isticmaalo,General,1
https://www.bbc.com/somali/articles/c98907y7gj4o,"Daaman jabay, ilko daatay iyo $280 malyan:  Maxaan kala soconnaa cayaartii feerka ee dhex martay Joshua iyo Jake Paul?",daaman jabay ilko daatay iyo malyan maxaan kala soconnaa cayaartii feerka ee dhex martay joshua iyo jake paul,General,1
https://www.bbc.com/somali/bbc_somali_radio/w1730bb4sq5455z,"Dhageyso,Idaacadda Subaxnimo, 07:00,16 Febraayo 2026, Muddada 29,00",dhageysoidaacadda subaxnimo febraayo muddada,General,1
https://www.theguardian.com/world/2026/feb/16/italy-lovers-arch-puglia-collapse-adriatic-sea-valentines-day,Italy’s famous Lovers’ Arch collapses into the sea on Valentine’s Day,itali famou lover arch collaps sea valentin day,General,1
https://www.bbc.com/somali/articles/c1e9z1ej784o,Maxay haweenka uurka leh u cunaan waxyaabo aan cunno ahayn?,maxay haweenka uurka leh u cunaan waxyaabo aan cunno ahayn,General,1
https://www.bbc.com/somali/articles/clygndj2q77o,Muxuusan sannadka cusub uga wada bilaaban 1-da Janaayo dalalka dunida oo dhan?,muxuusan sannadka cusub uga wada bilaaban da janaayo dalalka dunida oo dhan,General,1
https://www.theguardian.com/music/2026/feb/17/taylor-swift-austria-vienna-concert-terrorism-attack-plot,Taylor Swift concert attack plot: 21-year-old man charged with terrorism in Austria,taylor swift concert attack plot yearold man charg terror austria,Security,1
https://www.bbc.com/somali/articles/cx2lywenegxo,Turkiga oo faahfaahin ka bixiyay markabka shidaal qodista ee uu u diray Soomaaliya,turkiga oo faahfaahin ka bixiyay markabka shidaal qodista ee uu u diray soomaaliya,General,1
https://www.bbc.com/somali/articles/c741gkgyejjo,Maxaad ka xusuusataa dadka caanka ah ee geeriyooday 2025,maxaad ka xusuusataa dadka caanka ah ee geeriyooday,General,1
https://bbc.in/3MMGZT4,Benjamin Netanyahu oo dirtay dalab la xirriira heshiiska nukliyeerka Iran,benjamin netanyahu oo dirtay dalab la xirriira heshiiska nukliyeerka iran,General,1
https://www.bbc.com/somali/articles/c6267ddq1elo,Trump oo mar kale Xamaas ugu baaqay inay hubka dhigaan,trump oo mar kale xamaa ugu baaqay inay hubka dhigaan,General,1
https://www.bbc.com/somali/bbc_somali_radio/liveradio,"TOOSToos u dhageyso,Idaacadda Subaxnimo, 07:00,17 Febraayo 2026, Muddada 29,00",toostoo u dhageysoidaacadda subaxnimo febraayo muddada,General,1
https://www.bbc.com/somali/articles/cx245247xn0o,Halkee ayuu soo marayaa markabka Turkiga ee shidaalka ka qodaya Soomaaliya?,halke ayuu soo marayaa markabka turkiga ee shidaalka ka qodaya soomaaliya,General,1
https://www.bbc.com/somali/articles/cdr2x5xngvmo,Maraakiibta iyo diyaaradaha dagaalka Mareykanka oo lagu arkay meel u dhow Iiraan,maraakiibta iyo diyaaradaha dagaalka mareykanka oo lagu arkay meel u dhow iiraan,General,1
https://www.bbc.com/somali/live/ckg1x45z508t,"TOOS,Wareegga labaad ee wadahadallada Iran iyo Mareykanka o ka bilaabanaya Geneva",tooswareegga labaad ee wadahadallada iran iyo mareykanka ka bilaabanaya geneva,General,1
https://www.bbc.com/somali/articles/czr0m20renvo,"""Guul la'aan iyo timahii oo kusii bixi doona"" Man United ma waxaa ku habsatay cuqubo?",guul laaan iyo timahii oo kusii bixi doona man unit waxaa ku habsatay cuqubo,General,1
https://www.bbc.com/somali/articles/c70nwj2gyjjo,Soomaaliya oo mar kale kaalinta ugu hooseysa ka gashay liiska musuqmaasuqa dunida,soomaaliya oo mar kale kaalinta ugu hooseysa ka gashay liiska musuqmaasuqa dunida,General,1
https://www.bbc.com/somali/articles/cpd8v98v9exo,Dawo rajo gelisay dadka qaba Xanuunka Migraine-ka (Dhanjafka),dawo rajo gelisay dadka qaba xanuunka migraineka dhanjafka,General,1
https://www.bbc.com/somali/articles/cn8jjrpg752o,"Cod,Dhegeyso: Muqdisho oo ka cabanaysa mootooyinka dadka lagu dhaco iyo booliska oo ka hadlay, Muddada 7,43",coddhegeyso muqdisho oo ka cabanaysa mootooyinka dadka lagu dhaco iyo booliska oo ka hadlay muddada,General,1
https://www.bbc.com/somali/articles/cj4z84wq5evo,Somaliland oo ka jawaabtay hadal uu dhawaan sheegay madaxweyne Xasan Sheekh,somaliland oo ka jawaabtay hadal uu dhawaan sheegay madaxweyn xasan sheekh,Politics,1
https://www.bbc.com/somali/articles/c5yvn0zp3qlo,Maxaa ka dhex jira Ronaldo iyo naadigiisa Al Nassr?,maxaa ka dhex jira ronaldo iyo naadigiisa al nassr,General,1
https://www.bbc.com/somali/articles/c4grjjll5ljo,"Cod,Dhegeyso: Rabshadihii maanta ka dhacay gudaha baarlamaanka Federaalka, Muddada 7,13",coddhegeyso rabshadihii maanta ka dhacay gudaha baarlamaanka federaalka muddada,Politics,1
https://www.bbc.com/somali/articles/ckg8rvgllllo,Maxaad ka taqaanaa qalabka ay wataan ciidamada Masar ee 'Soomaaliya imaanaya'?,maxaad ka taqaanaa qalabka ay wataan ciidamada masar ee soomaaliya imaanaya,General,1
https://www.bbc.com/somali/articles/c80wwx9en1eo,Sidee wadaadkaan Soomaaliga ah uu 7 jeer quraanka oo dhan gacantiisa ugu qoray?,side wadaadkaan soomaaliga ah uu jeer quraanka oo dhan gacantiisa ugu qoray,General,1
https://www.bbc.com/somali/articles/cnv6q0y42y5o,Saamaynta Turkiga ee wadamo ay ka mid yihiin Soomaaliya iyo Itoobiya iyo caqabadaha horyaal,saamaynta turkiga ee wadamo ay ka mid yihiin soomaaliya iyo itoobiya iyo caqabadaha horyaal,General,1
https://www.bbc.com/editorialguidelines/guidance/links-and-feeds,Akhri xogta ku saabsan sida aan u abaarno bogagga dibadda.,akhri xogta ku saabsan sida aan u abaarno bogagga dibadda,General,1
https://www.bbc.com/somali/articles/ce8gp25lenno,"Meta oo si tijaabo ah lacag ugu soo rogaysa qaar ka mid ah adeegyada Facebook, Instagram iyo WhatsApp",meta oo si tijaabo ah lacag ugu soo rogaysa qaar ka mid ah adeegyada facebook instagram iyo whatsapp,Finance,1
https://www.bbc.com/somali/articles/c4g40ddvqzro,Maxaa ku dhacaya Maskaxda marka  kubbadda lagu dhufto madaxa?,maxaa ku dhacaya maskaxda marka kubbadda lagu dhufto madaxa,General,1
https://www.bbc.com/somali/articles/cp32wl53j91o,Maxay xilligaan cirka isugu sii shareeraysaa xiisadda Itoobiya iyo Eritrea?,maxay xilligaan cirka isugu sii shareeraysaa xiisadda itoobiya iyo eritrea,General,1
https://www.bbc.com/somali/articles/cgrd8rx75wzo,Dalalka soonkoodu dheeraan doono sannadka 2026,dalalka soonkoodu dheeraan doono sannadka,General,1
https://www.bbc.com/somali/articles/cdr2ygr052po,Ninkan oo 78 jir ah wuxuu soo guursaday 23 xaas,ninkan oo jir ah wuxuu soo guursaday xaa,General,1
https://www.bbc.com/somali/articles/cgexwple4l3o,Garoonka tababarka Taekwondo da ee ka dhaxeeya Soomaaliya iyo Itoobiyo oo laga furay Addis Ababa?,garoonka tababarka taekwondo da ee ka dhaxeeya soomaaliya iyo itoobiyo oo laga furay addi ababa,General,1
https://www.bbc.com/somali/articles/cy5gkrz73dpo,Muxuu hogaamiyaha masiixiyiinta booqashadiisii ugu horreysay uga bilaabay dalkan Muslinka ah ee xiriirka dhow la leh Soomaaliya,muxuu hogaamiyaha masiixiyiinta booqashadiisii ugu horreysay uga bilaabay dalkan muslinka ah ee xiriirka dhow la leh soomaaliya,General,1
https://www.bbc.com/somali/articles/czej5xlj3elo,Wareegga kala-reebta ee 16ka kooxood ee qaramada Afrika (AFCON) oo la shaaciyey kooxaha u soo baxay,wareegga kalareebta ee ka kooxood ee qaramada afrika afcon oo la shaaciyey kooxaha u soo baxay,General,1
https://www.bbc.com/somali/articles/cx2x4k6n0yeo,Sidee Khudbadihii Jimcaha looga hadlay aqoonsiga Israa'iil ee Somaliland,side khudbadihii jimcaha looga hadlay aqoonsiga israaiil ee somaliland,General,1
https://www.bbc.com/somali/hayadeed-49283375,Sababta aad ku aamini kartid BBC News,sababta aad ku aamini kartid bbc news,General,1
https://www.bbc.com/somali/articles/c3rjrdlwn5qo,"Muuqaal,Daawo: Wadaad Iiraani ah oo af Shiineys ku addimay oo baraha bulshada qabsaday, Muddada 0,47",muuqaaldaawo wadaad iiraani ah oo af shiiney ku addimay oo baraha bulshada qabsaday muddada,Health,1
https://www.bbc.com/somali/articles/cq50083y710o,Masar oo markii ugu horreysay soo bandhigtay agabkii lala aasay mid ka mid ah boqorradii Faraaciinta,masar oo markii ugu horreysay soo bandhigtay agabkii lala aasay mid ka mid ah boqorradii faraaciinta,General,1
https://www.bbc.com/somali/articles/cwynklvkrd0o,"Qiimaha dahabka oo gaaray heerkii ugu sarreeyey abid, maxay tahay sababta",qiimaha dahabka oo gaaray heerkii ugu sarreeyey abid maxay tahay sababta,General,1
https://www.bbc.com/somali/articles/crgpmz4knkdo,‘Muwaadiniinta dalkeygow’: Warqada sirta ah ee Maxamed Siyaad Barre qoray kahor geeridiisa ee laga helay madxafka Ingiriiska,muwaadiniinta dalkeygow warqada sirta ah ee maxam siyaad barr qoray kahor geeridiisa ee laga helay madxafka ingiriiska,General,1
https://www.bbc.com/somali/articles/c62v37jpj2no,"Cod,Dhegeyso: Garab ka tirsan ONLF iyo ururro kale oo isbahaysi ku dhawaaqay, Muddada 5,29",coddhegeyso garab ka tirsan onlf iyo ururro kale oo isbahaysi ku dhawaaqay muddada,General,1
https://www.bbc.com/somali/articles/c5y28nz4v8ko,Waxyaabahan samee haddii aad 30 jir ka weyn tahay,waxyaabahan same haddii aad jir ka weyn tahay,General,1
https://www.bbc.com/somali/articles/c5y3zrdg2ymo,Sidee ku ogaan kartaa muuqaallada lagu sameeyo garaadka macmalka ah?,side ku ogaan kartaa muuqaallada lagu sameeyo garaadka macmalka ah,General,1
https://www.bbc.com/somali/bbc_somali_radio/w1730b9r2bvtqdn,"Dhageyso,Dunida Iyo Maanta, 16:59,16 Febraayo 2026, Muddada 1,00,00",dhageysodunida iyo maanta febraayo muddada,General,1
https://www.bbc.com/somali/articles/cm2y4l3791qo,10ka Ciyaaryahan ee ugu sareeyay kubada cagta aduunka 2025,ka ciyaaryahan ee ugu sareeyay kubada cagta aduunka,General,1
https://www.bbc.com/somali/articles/c74w1l9le8yo,"Cod,Soomaalida Minnesota talaabo noocee ah ayey ka qaadi doonaan qabqabashada ICE, Muddada 5,08",codsoomaalida minnesota talaabo nooce ah ayey ka qaadi doonaan qabqabashada ice muddada,General,1
https://www.bbc.com/somali/articles/czj13myyynyo,"""Halyey caan ah"" Hinduu difaacay oday Muslim ah oo dunida laga hadal hayo",halyey caan ah hinduu difaacay oday muslim ah oo dunida laga hadal hayo,General,1
https://www.bbc.com/somali/articles/c78jlx8dl78o,Ramadan 2026: Sidee adiga oo soomman ula tacaaleysaa madax-xanuunka?,ramadan side adiga oo soomman ula tacaaleysaa madaxxanuunka,General,1
https://www.bbc.com/somali/articles/c98p22z0mpjo,Tobanka lacagood ee ugu qiimaha liita adduunka sannadkan 2026,tobanka lacagood ee ugu qiimaha liita adduunka sannadkan,Finance,1
https://www.bbc.com/somali/articles/cwy825xnw0lo,"Mikel Arteta: ""Maalmihii wacnaa way soo socdaan""",mikel arteta maalmihii wacnaa way soo socdaan,General,1
https://www.bbc.com/somali/articles/cz9vwj1820do,Cunto laga helo guryaha Soomaalida oo ay isticmaali jireen boqorrada oo kaliya,cunto laga helo guryaha soomaalida oo ay isticmaali jireen boqorrada oo kaliya,General,1
https://www.bbc.com/somali/articles/c0ljg22665yo,Ramadan 2026: Maxaa ku dhacaya jirkaaga marka aad saacado badan soonto 30 maalmood?,ramadan maxaa ku dhacaya jirkaaga marka aad saacado badan soonto maalmood,General,1
